user-id|,text|,topic|,thread-id|,time|,post-id|,replyTo|,replyBy|
pattyromero11,@MariaCespedesc @PCaterianoB @pcmperu 👇👇👇👇 https://t.co/LhqXFxvR2U,covid-19,1291137959157260291,2020-08-05 22:24:12,95,MariaCespedesc,pattyromero11
otiz224,@MariaCespedesc @PCaterianoB @pcmperu No hay discriminación señora es la verdad su buena fe y convicción no bastan cuando usted está trabajando practicamente en un penal con extorcionadores y ladrones no entiende el contexto en el que se mueve ni donde está metida,covid-19,1291137199791132673,2020-08-05 22:21:11,96,MariaCespedesc,otiz224
bulmapat,"@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu Cuando el pueblo les ha dicho que aumenten la crisis? Al negar la confianza están hundiendo más al país, y quieren las gracias por eso! Le siguieron el juego a delincuentes como tontos",covid-19,1291137112637669378,2020-08-05 22:20:50,97,MariaCespedesc,bulmapat
arezcsa,"@MariaCespedesc @PCaterianoB @pcmperu SHHHHHHHHHH
Ustedes no saben nada de nada .
votan cualquier tonteria, ignorantes.
Ustedes ni siquiera saben como llegaron ahí.",covid-19,1291136198719803394,2020-08-05 22:17:12,98,MariaCespedesc,arezcsa
RobertoRoig,"@MariaCespedesc @PCaterianoB @pcmperu El frepap son unos ignorantes  q solo hacen daño , claro q el gobierno es lo mismo.",covid-19,1291136195750133760,2020-08-05 22:17:11,99,MariaCespedesc,RobertoRoig
estrellaupeu,@MariaCespedesc @PCaterianoB @pcmperu Cabezas huecas.,covid-19,1291135087204077570,2020-08-05 22:12:47,100,MariaCespedesc,estrellaupeu
RossarioGimenez,@MariaCespedesc @PCaterianoB @pcmperu Sra. Céspedes ustedes se prestaron en época de pandemia al juego de los fujimoristas y esto le pasará factura pronto,covid-19,1291135007000539136,2020-08-05 22:12:28,101,MariaCespedesc,RossarioGimenez
FrepapPeru,"@MariaCespedesc @PCaterianoB @pcmperu Ignoremos los insultos, hermana congresista. No podemos perder tiempo cuando tenemos mucho que hacer con nuestros hermanos olvidados.🙌 #Frepap",covid-19,1291134742788739072,2020-08-05 22:11:25,102,MariaCespedesc,FrepapPeru
JuanyJuan4,@MariaCespedesc @PCaterianoB @pcmperu Muy bien.....duro con los corruptos q se creen inmaculados....VALE...,covid-19,1291133113809227779,2020-08-05 22:04:57,103,MariaCespedesc,JuanyJuan4
rw_felipe,"@MariaCespedesc @PCaterianoB @pcmperu Señora María Céspedes, los principios que usted enarbola también lo levantamos millones de peruanos. La salud y la vida primero,  minería responsable también. Lo irresponsable es q Uds y otros satrapas nos hayan sumido en una inestabilidad en plena pandemia que mata miles",covid-19,1291132204148547592,2020-08-05 22:01:20,104,MariaCespedesc,rw_felipe
zetadenka,"@MariaCespedesc @PCaterianoB @pcmperu AP , el nuevo partido de delincuentes",covid-19,1291131831694299141,2020-08-05 21:59:51,105,MariaCespedesc,zetadenka
cesargarciaing,@MariaCespedesc @PCaterianoB @pcmperu no mientas,covid-19,1291131109821091840,2020-08-05 21:56:59,106,MariaCespedesc,cesargarciaing
JesusGris18,"@MariaCespedesc @PCaterianoB @pcmperu Muchas fuerzas, congresista. Los peruanos de a pie conocemos su labor congresal y nos solidarizamos con ustedes.",covid-19,1291130111455002624,2020-08-05 21:53:01,107,MariaCespedesc,JesusGris18
CarriClavijo,"@MariaCespedesc @PCaterianoB @pcmperu Excelente sigan así, no se amilanen, de una vez que se acabe los tarjetazos y los compadrazgos del ejecutivo, además ese gabinete solo representaba a la confied.",covid-19,1291129902104825859,2020-08-05 21:52:11,108,MariaCespedesc,CarriClavijo
Ccarhua2,@MariaCespedesc @PCaterianoB @pcmperu Bien congresista le dieron una patada al rabo al Sr. Cateriano Humalista exterminemos los humalistas llevaron al fracaso al perú. Desde el 2012 el Perú esta paralizado no hay quien echa a andar ¿ahora se ha terminado de exterminar en esta pandemia gracias al gob. Chantajista?,covid-19,1291129468065665026,2020-08-05 21:50:27,109,MariaCespedesc,Ccarhua2
AlexandrHelbert,"@MariaCespedesc @PCaterianoB @pcmperu Los que le elegimos lo hacemos con la convicción de ustedes velen, defiendan los intereses de la ciudadanía, y veo que ustedes lo están haciendo. Pero vemos que como Cateriano representa los intereses particulares como de la Confiep, en consecuencia perjudican a la población.",covid-19,1291128700206014466,2020-08-05 21:47:24,110,MariaCespedesc,AlexandrHelbert
BlacKingtuit,"@MariaCespedesc @PCaterianoB @pcmperu Dijo la verdad son fanáticos religiosos..
Para mí también pro Anti derechos humanos como los de la comunidad LGBT, así de claro",covid-19,1291128478096654344,2020-08-05 21:46:31,111,MariaCespedesc,BlacKingtuit
PeruPymes,"@MariaCespedesc @PCaterianoB @pcmperu Congresista, creo  el tema no pasa por cuantos años se tiene  de edad o militancia, usted como lectora de la Biblia  sabe que los frutos hablan de la actitud de la personas.",covid-19,1291128350044545026,2020-08-05 21:46:01,112,MariaCespedesc,PeruPymes
Wood6213,@MariaCespedesc @PCaterianoB @pcmperu Cateriano es un comunista encubierto de liberal...,covid-19,1291128129562476552,2020-08-05 21:45:08,113,MariaCespedesc,Wood6213
ERNESTO_CXIN,@MariaCespedesc @PCaterianoB @pcmperu Frepap era partido político. Yo que pensé que era una secta una iglesia un anexo de Israel,covid-19,1291127451951804419,2020-08-05 21:42:27,114,MariaCespedesc,ERNESTO_CXIN
ingvidaldos,"@MariaCespedesc @PCaterianoB @pcmperu Y nosotros rechazamos q ustedes  los supuestos religiosos no estén del lado del pueblo, nadies esperaba que venderían sus conciencias con el cuento de la mina, como piensa usted entonces q vamos hacerle frente si no es con el dinero seamos realistas, no ocurrirá un acto de magia.",covid-19,1291126915638734852,2020-08-05 21:40:19,115,MariaCespedesc,ingvidaldos
loginoel,"@MariaCespedesc @esquinabaja @PCaterianoB @pcmperu La democracia en el Perú es sinónimo de vota como yo quiero, piensa como yo quiero y límpiate el culo como yo quiero 😌 si un actor apoya a Vizcarra es presidenciable y si está en contra es un paria 😌 así funciona los socialmente correctos y los progres, son la nueva inquisicion",covid-19,1291126307087159296,2020-08-05 21:37:54,116,MariaCespedesc,loginoel
Guzbo,@MariaCespedesc @PCaterianoB @pcmperu Yo que te pago el sueldo los rechazo xq son gente que no tiene idea de lo que hace en el congreso,covid-19,1291126253853048832,2020-08-05 21:37:41,117,MariaCespedesc,Guzbo
omarcarreran,@MariaCespedesc @PCaterianoB @pcmperu Se respeta la posición firme y abierta del #Frepap en política no se puede ser tibio.,covid-19,1291124241321123841,2020-08-05 21:29:41,118,MariaCespedesc,omarcarreran
JuancitoHuaman,@MariaCespedesc @PCaterianoB @pcmperu ¿Qué les parece si reviven el proyecto de ley que regula la publicidad estatal?,covid-19,1291123800709443585,2020-08-05 21:27:56,119,MariaCespedesc,JuancitoHuaman
Viterct,@MariaCespedesc @PCaterianoB @pcmperu Dejarán de existir el próximo año #Tranquila,covid-19,1291122314373996545,2020-08-05 21:22:02,120,MariaCespedesc,Viterct
AlexRojo7,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Ya deben saber que si están ahí es por fregar a los fujimoristas,covid-19,1291121931186515976,2020-08-05 21:20:30,121,MariaCespedesc,AlexRojo7
AlexRojo7,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu No saben nada acerca de política,covid-19,1291121772822237185,2020-08-05 21:19:53,122,MariaCespedesc,AlexRojo7
JCSA_Fire28,@MariaCespedesc @PCaterianoB @pcmperu Ya vete a comer pescado fanática.,covid-19,1291120850217971720,2020-08-05 21:16:13,123,MariaCespedesc,JCSA_Fire28
BetTurbo,@MariaCespedesc @PCaterianoB @pcmperu Con el voto en contra FREPAP demostró que esta en el subnivel de las mafia-partidos!  Que pena que pierdan la oportunidad de demostrar que valen más que los otros  partidos. Se unieron a la escoria del país y.... Dime con quien andas y te diré quien eres!,covid-19,1291120681971744769,2020-08-05 21:15:33,124,MariaCespedesc,BetTurbo
MaritaVeraL1,@MariaCespedesc @PCaterianoB @pcmperu Si no quieren que los traten como ignorantes podrían explicar porque creen que Ataucusi era Dios? Y porque todas las mujeres de su secta se visten imitando a las monjas?los hombres de su secta las obligan?,covid-19,1291120548366495747,2020-08-05 21:15:01,125,MariaCespedesc,MaritaVeraL1
JllanoszLlanos,"@MariaCespedesc @PCaterianoB @pcmperu El pueblo castiga, el pueblo los censura, uds estan por gusto, no sabemos que hacen en el congreso, no se siente su trabajo más parecen inquilinos a sueldo. A uds les pregunto QUE HACEN POR LA CRISIS QUE VIVE EL PERU?? RESPONDAN INMACULADOS.",covid-19,1291119605596004352,2020-08-05 21:11:16,126,MariaCespedesc,JllanoszLlanos
NAlcazar10,"@MariaCespedesc @PCaterianoB @pcmperu Lucha contra la corrupción, donde, que, cuantos, quienes,???? en 30 años no he visto NADA contra la corrupción de parte de uds",covid-19,1291119049120927746,2020-08-05 21:09:03,127,MariaCespedesc,NAlcazar10
LuisSuasal,@MariaCespedesc @PCaterianoB @pcmperu Jajaja hasta la gente de izquierda pie sa lo mismo https://t.co/WhfgSQlNHH,covid-19,1291118257496367112,2020-08-05 21:05:55,128,MariaCespedesc,LuisSuasal
ag_guevara,"@MariaCespedesc @PCaterianoB @pcmperu Llegaron por decisión del pueblo al Congreso. Un buena Gestión Congresal se ve reflejada en leyes reales, que beneficien al pueblo. Mientras que las leyes realmente sean productivas y beneficiosas para el más lejano rincón del país, entonces marcaran la diferencia.",covid-19,1291116293052039170,2020-08-05 20:58:06,129,MariaCespedesc,ag_guevara
Angelic34616232,"@MariaCespedesc @PCaterianoB @pcmperu Apoyo totalmente a Cateriano!
Eso no es descriminacion ,es la realidad.
Ustedes, son faciles de manipularlos,y tampoco tienen mucho sentido común. Se deja envolver en suss emociones ,y no son nada racional xd.
Necesitamos personas que no sean cortaplacista sino que vea más allá.",covid-19,1291116173766074369,2020-08-05 20:57:38,130,MariaCespedesc,Angelic34616232
ag_guevara,"@MariaCespedesc @PCaterianoB @pcmperu Agricultura, apoyar el desarrollo, fomentando el consumo interno y la exportacion, disminuir la importación. Un agricultor y comunero productivo, desarrollado, siente menos los efectos de la Minería, debiendo las empresas Mineras generar desarrollo sostenible en las zonas mineras",covid-19,1291115440442351617,2020-08-05 20:54:43,131,MariaCespedesc,ag_guevara
ag_guevara,"@MariaCespedesc @PCaterianoB @pcmperu En medio ambiente y desarrollo urbano, declaración de zonas de reserva natural, de zonas intangibles ante riesgos por desastres naturales, inscripción ante la SUNARP y con conocimiento de Municipios, para evitar formalización de predios en zonas riesgosas o reserva paisajística",covid-19,1291114512180011009,2020-08-05 20:51:02,132,MariaCespedesc,ag_guevara
BettySa43131984,"@MariaCespedesc @PCaterianoB @pcmperu La verdad que para Uds no es muy importante la Educación, pero solo la enseñanza de calidad te puede sacar de la pobreza 
Hablan de agricultura y qué hay de los jornaleros que son explotados por los agricultores y condenándolos a la pobreza",covid-19,1291114386631925764,2020-08-05 20:50:32,133,MariaCespedesc,BettySa43131984
Mishel22649295,"@MariaCespedesc @PCaterianoB @pcmperu Lamentablemente ahora la mayoría se da cuenta que si se necesita de, por lo menos, conocimientos básicos de política y economía, y no sólo de ""buenos ideales"", para no ser utilizados como títeres por los lobos.",covid-19,1291114151553765377,2020-08-05 20:49:36,134,MariaCespedesc,Mishel22649295
Guillermo190666,@MariaCespedesc @PCaterianoB @pcmperu Han hecho primaria asnos de mierda ? Siguen esperando que resucite Ezequiel ? Ignorantes que hacen en él Congreso ?,covid-19,1291114016790720512,2020-08-05 20:49:03,135,MariaCespedesc,Guillermo190666
CarlosA61821343,@MariaCespedesc @PCaterianoB @pcmperu Bien dales en sus caras a estos coruptos sinverguenzas.,covid-19,1291114011291942912,2020-08-05 20:49:02,136,MariaCespedesc,CarlosA61821343
BudaPecador,"@MariaCespedesc @PCaterianoB @pcmperu Si son fanáticos religiosos, aunque estoy de acuerdo con algunas propuestas ñ, son un grupo religioso cerrado y peligroso, tanto así como los testigos de Jehová y nazis de la fé, hicimos mal en elegirla, aunque con la manada de creyentes que tienen, seguro seguirán en el congreso",covid-19,1291113992937668608,2020-08-05 20:48:58,137,MariaCespedesc,BudaPecador
lourdaviber,"@MariaCespedesc @PCaterianoB @pcmperu Jajaja.... Y apoyaron a los corruptos y No le dieron la, Confianza a un hombre q será de derecha y oro minero... Pero es Honesto y No un corrupto!!!... Es como la gente q No es del Frepap pero votaron por uds... Tan Difícil es No Ser Ciego!!!",covid-19,1291113492930531328,2020-08-05 20:46:59,138,MariaCespedesc,lourdaviber
ag_guevara,"@MariaCespedesc @PCaterianoB @pcmperu Hagan la diferencia. En lo Civil Registro Nacional de Matrimonios ante la SUNARP de oficio. En lo penal, Sumatoria de Penas, Reparaciones Civiles reales, Reincidencia Cárcel efectiva aun con penas menores a 4 años, expulsión de extranjeros del país por comisión de delitos.",covid-19,1291113307064197121,2020-08-05 20:46:14,139,MariaCespedesc,ag_guevara
javichoal,"@MariaCespedesc @PCaterianoB @pcmperu Tienen que prepararse, no pueden resolver todo con demagogia",covid-19,1291113045851279361,2020-08-05 20:45:12,140,MariaCespedesc,javichoal
danivigo,"@MariaCespedesc @PCaterianoB @pcmperu #Onp señores dejen de robar nuestro dinero que mensualmente aportamos, nos estan paseando hace meses rateros!!",covid-19,1291112243703304192,2020-08-05 20:42:01,141,MariaCespedesc,danivigo
silviaguillen17,"@MariaCespedesc @PCaterianoB @pcmperu Sra si de verdad pensara en el país debió apoyar al nuevo gabinete no se da cuenta de la crisis que estamos viviendo,solo obtuvieron votos por el descontento e irresponsabilidad de muchos peruanos...y Noo tienen luz verde.",covid-19,1291112192784334848,2020-08-05 20:41:49,142,MariaCespedesc,silviaguillen17
ivan74735322,@MariaCespedesc @PCaterianoB @pcmperu No vas el próximo congreso frepap,covid-19,1291111734351204355,2020-08-05 20:39:59,143,MariaCespedesc,ivan74735322
AlcaldeRada,@MariaCespedesc @PCaterianoB @pcmperu Dicen que no son corruptos y se unieron con las bandma mafiosas de Pepe Luna y Cesar Acuña para desestabilizar el pais en plena pandemia. Son una verguenza,covid-19,1291111181323730944,2020-08-05 20:37:47,144,MariaCespedesc,AlcaldeRada
YimelZ,@MariaCespedesc @PCaterianoB @pcmperu Militancia no. Son seguidores y fieles de una religión.,covid-19,1291110413837447168,2020-08-05 20:34:44,145,MariaCespedesc,YimelZ
JosepNorabuena,"@MariaCespedesc @PCaterianoB @pcmperu FREPAP castiguen con furia divina  a sus colegas congresistas que buscan agua para su molino aprovechando la posición política del FREPAP, ellos también los discriminan.",covid-19,1291110109301678082,2020-08-05 20:33:32,146,MariaCespedesc,JosepNorabuena
vichuac111,"@MariaCespedesc @PCaterianoB @pcmperu ""por sus acciones los conocereis"", son una decepción, se contaminaron con todo lo malo y podrido de los políticos corruptos.",covid-19,1291110108626391040,2020-08-05 20:33:32,147,MariaCespedesc,vichuac111
cesarpescetto,@MariaCespedesc @PCaterianoB @pcmperu Jajaja . Eres de la argolla de explotadores de los tontos seguidores de tu secta. A los cuales tratan como esclavos. Donde esta el sinvergüenza de Ataucusi que prometio resucitar a los tres dias de muerto. Parece que los gusanos no lo dejaron.,covid-19,1291109661970702337,2020-08-05 20:31:45,148,MariaCespedesc,cesarpescetto
viollettee3,@MariaCespedesc @PCaterianoB @pcmperu Son un partido religioso. Y eso es verdad.,covid-19,1291109387466092546,2020-08-05 20:30:40,149,MariaCespedesc,viollettee3
Rolo_vera6,@MariaCespedesc @PCaterianoB @pcmperu Jijijijiji,covid-19,1291109290019901441,2020-08-05 20:30:17,150,MariaCespedesc,Rolo_vera6
lrodriguezper,@MariaCespedesc @PCaterianoB @pcmperu https://t.co/AxV3t9jCIF,covid-19,1291109212483977216,2020-08-05 20:29:58,151,MariaCespedesc,lrodriguezper
carher10,@MariaCespedesc @PCaterianoB @pcmperu Anda estudia algo,covid-19,1291109121471774723,2020-08-05 20:29:36,152,MariaCespedesc,carher10
JjProfesionales,@MariaCespedesc @PCaterianoB @pcmperu Bien congresista lo patearon el trasero al Humaliento corrupto Cateriano satélite,covid-19,1291109114899312640,2020-08-05 20:29:35,153,MariaCespedesc,JjProfesionales
normaj12,"@MariaCespedesc @PCaterianoB @pcmperu Irresponsables, en 30 años no han aprendido nada, que bueno que pronto se largarán",covid-19,1291109062600425472,2020-08-05 20:29:22,154,MariaCespedesc,normaj12
ricardopalacioc,@MariaCespedesc @FREPAP_FIA @PCaterianoB @pcmperu Si vienen otro premier y no les gusta también van a negar la confianza piensen un poco y no sean tontos útiles todo lo bien que hicieron lo están borrando.,covid-19,1291108667090186240,2020-08-05 20:27:48,155,MariaCespedesc,ricardopalacioc
PPaqola,"@MariaCespedesc @PCaterianoB @pcmperu Mi solidaridad congresista.

Slds",covid-19,1291108565676175366,2020-08-05 20:27:24,156,MariaCespedesc,PPaqola
laurpicha,"@MariaCespedesc @PCaterianoB @pcmperu Señora para la próxima quédese en su casa o en su sinagoga, no mezcle la religión con la política, es nefasto para nuestro país, ya quedó demostrado, porque al denegar la confianza no han hecho daño al gobierno sino al país, cuando más se necesitaba la unidad entre peruanos.",covid-19,1291108550350176256,2020-08-05 20:27:20,157,MariaCespedesc,laurpicha
Cestrad33589173,"@MariaCespedesc @esquinabaja @PCaterianoB @pcmperu Yo no comparto su posición política, pero los apoyo en este tema y rechazo las declaraciones de Cateriano quien desnuda su ya conocida intolerancia. Su actitud es antidemocrática de una persona que se cree muy superior al resto.",covid-19,1291107971670388736,2020-08-05 20:25:02,158,MariaCespedesc,Cestrad33589173
TonygStark,"@MariaCespedesc @PCaterianoB @pcmperu NO TE DAS CUENTA .......Y SIN SABER APOYAN A CHANTAJISTAS, MERCANTILISTAS, ESTAFADORES DE LA EDUCACIÓN SUPERIOR DE JÓVENES PERUANOS...!!!

EMISARIO MERINO DE CHANTAJISTAS TE CONVENCIO...",covid-19,1291107601854365697,2020-08-05 20:23:34,159,MariaCespedesc,TonygStark
hquirogax,@MariaCespedesc @PCaterianoB @pcmperu Debut y despedida,covid-19,1291106559045578759,2020-08-05 20:19:25,160,MariaCespedesc,hquirogax
zorka_munoz,"@MariaCespedesc @PCaterianoB @pcmperu Yo no soy militante del Frepap, pero los apoyo y respeto totalmente. En todo este tiempo han demostrado honestidad en su trabajo.",covid-19,1291106544428384259,2020-08-05 20:19:22,161,MariaCespedesc,zorka_munoz
pepevilaala,@MariaCespedesc @pamemorelima @PCaterianoB @pcmperu Pero fueron la cola de la basura del congreso y dieron espaldas al pais. No llore que es verdad,covid-19,1291106437553422338,2020-08-05 20:18:56,162,MariaCespedesc,pepevilaala
Isabeljauregui,@MariaCespedesc @PCaterianoB @pcmperu Lo siguiente debe ser plantear la Ley Mulder con carácter de urgente.,covid-19,1291106404678479877,2020-08-05 20:18:49,163,MariaCespedesc,Isabeljauregui
carlamariaperu,@MariaCespedesc @PCaterianoB @pcmperu Que más le queda a #LuzVerde #Bacteriano es solo se pinta de cuerpo entero y me alegro que se largue,covid-19,1291106048833716225,2020-08-05 20:17:24,164,MariaCespedesc,carlamariaperu
josem0303,"@MariaCespedesc @PCaterianoB @pcmperu Todo el apoyo, gracias por ser la voz de los pueblos olvidados y la gente, los peruanos (que no tienen intereses de por medio) se dan cuenta de las cosas. Todo lo mejor FREPAP",covid-19,1291105858500333582,2020-08-05 20:16:38,165,MariaCespedesc,josem0303
CondorReyes,"@MariaCespedesc @PCaterianoB @pcmperu Como usted dice !lucha contra la corrupción! el voto que efectuaron ayer en el congreso demuestra lo contrario señora, ustedes fueron elegidos para equilibrar la balanza, hacer la diferencia frente a esa gente corrupta que está ahora representándonos.",covid-19,1291105784479322114,2020-08-05 20:16:21,166,MariaCespedesc,CondorReyes
OscarRi54626072,@MariaCespedesc @PCaterianoB @pcmperu Yo creo en ustedes pero su inocencia es aprovechada por esos corruptos q estan con ustedes en el congreso tienen q analizar bien antes de hablar. El bigoton q tiene de presidente en el congreso los a franeleado y ustedes salieron a defenderlo subliminalmente. Creemos en ustedes,covid-19,1291105195737456648,2020-08-05 20:14:00,167,MariaCespedesc,OscarRi54626072
Darft,@MariaCespedesc @PCaterianoB @pcmperu Ustedes ya están muertos,covid-19,1291104338396487680,2020-08-05 20:10:36,168,MariaCespedesc,Darft
JuankrlosGz,"@MariaCespedesc @PCaterianoB @pcmperu Creo ya se les elogió demasiado y se o s subió los humos. Son una secta de irresponsables, dejarnos sin ministros en plena crisis sanitaria es una estupidez. Una desilusión, ""parecían"" coherentes.",covid-19,1291104211246211074,2020-08-05 20:10:06,169,MariaCespedesc,JuankrlosGz
01_deathmask,"@MariaCespedesc @PCaterianoB @pcmperu Sin duda alguna el covid es un problema pero el mayor problema es vizcarra por su culpa vamos miles de muertos y la economia esta en coma por su dictatorial cuarentena que encima quiere repetir la unica solucion es la vacancia presidencial 

#VacanciaPresidencialYa",covid-19,1291104173514162177,2020-08-05 20:09:57,170,MariaCespedesc,01_deathmask
zonabrava,"@MariaCespedesc @PCaterianoB @pcmperu Payasos, ustedes están allí x suerte, hagan bien las cosas antes q desaparezca su agrupación en las próximas elecciones",covid-19,1291103497660891142,2020-08-05 20:07:16,171,MariaCespedesc,zonabrava
lisetrauratic,"@MariaCespedesc @PCaterianoB @pcmperu Creo que su partido debió tomar más coherencia a la hora de la votación. Todos queremos una minería responsable sin dañar a nadie, pero ustedes votaron con esos que están en contra de la la reforma universitaria.",covid-19,1291103197420048392,2020-08-05 20:06:04,172,MariaCespedesc,lisetrauratic
luissaavedra152,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Procedan a la denuncia penal por discriminación en contra de uds por parte del sr. Cateriano. Ese sr.  piensa que el es el único que tiene la verdad. Es hora que aprenda a respetar a todos los Peruanos. #DenunciaAlRacistaCateriano,covid-19,1291102897661530113,2020-08-05 20:04:52,173,MariaCespedesc,luissaavedra152
jules_2021,"@MariaCespedesc @PCaterianoB @pcmperu Disculpe Congresista pero Uds no se han alineado a los intereses del país. Con su apoyo al veto, han contribuido a que el país se mantenga en la inestabilidad y se agudice la crisis. Vergüenza!!!",covid-19,1291102379383939073,2020-08-05 20:02:49,174,MariaCespedesc,jules_2021
elmer_hb,@MariaCespedesc @PCaterianoB @pcmperu Que irresponsabilidad la suya. Pobre país.,covid-19,1291101804164456452,2020-08-05 20:00:32,175,MariaCespedesc,elmer_hb
josedextre,"@MariaCespedesc @PCaterianoB @pcmperu ya veremos cuantos congresistas meten en la próxima elección, no se xk no entienden k entraron de chiripa, fueron un meme que nacio para evitar que los fujis entren....",covid-19,1291100830750441475,2020-08-05 19:56:40,176,MariaCespedesc,josedextre
luisolae,@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu Cuando se largan??,covid-19,1291100251294760962,2020-08-05 19:54:22,177,MariaCespedesc,luisolae
eb383b7e582e46c,"@MariaCespedesc @PCaterianoB @pcmperu Y EN PLENA PANDEMIA DEJAN SIN CABEZA AL MINISTERIO DE SALUD, QUE APRENDEISTE EN TODAS ESAS DECADAS??",covid-19,1291100048475009030,2020-08-05 19:53:33,178,MariaCespedesc,eb383b7e582e46c
JoseAntonios999,"@MariaCespedesc @PCaterianoB @pcmperu Nada concreto, puro bla bla bla",covid-19,1291099888466395139,2020-08-05 19:52:55,179,MariaCespedesc,JoseAntonios999
JoseAntonios999,@MariaCespedesc @PCaterianoB @pcmperu bla bla bla,covid-19,1291099767599226881,2020-08-05 19:52:26,180,MariaCespedesc,JoseAntonios999
tu_mazinger2,@MariaCespedesc @PCaterianoB @pcmperu Y en q momento dijo Cateriano q harán mineria irresponsable y con abusos? Pensé en ustedes para las próximas elecciones pero ahora por cagones e irresponsables jamás haré vistos a sus twits,covid-19,1291099678508032001,2020-08-05 19:52:05,181,MariaCespedesc,tu_mazinger2
r2mirta,"@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Treinta años y recién se les da pie,  en épocas de hambruna ..........lo que sea¡!",covid-19,1291099458298667008,2020-08-05 19:51:12,182,MariaCespedesc,r2mirta
r_lavieri,@MariaCespedesc @PCaterianoB @pcmperu @Defensoria_Peru Proceso contra Cateriano por discriminar a congresistas ! @FiscaliaPeru @Poder_Judicial_ @congresoperu,covid-19,1291099413788663809,2020-08-05 19:51:02,183,MariaCespedesc,r_lavieri
pattyromero11,"@MariaCespedesc @PCaterianoB @pcmperu 👇👇👇👇Son un Partido Religioso,que solo cree en la Agricultura....y se rigen por los 10 mandamientos y se visten las mujeres de acuerdo a sus normas https://t.co/E3jbh3zf0H",covid-19,1291099143579013121,2020-08-05 19:49:57,184,MariaCespedesc,pattyromero11
OficialMgag,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Qué hace un grupo religioso metiéndose en política?,covid-19,1291098558670741507,2020-08-05 19:47:38,185,MariaCespedesc,OficialMgag
jaziel26tk,@MariaCespedesc @PCaterianoB @pcmperu Gracias FREPAP q no dejaron regalar mas dinero alas grandes empresas q nunka dejaron de trabajar Y triplicaron sus precios..y si quieren MINAS  q PAGUEN  LO Q ES JUSTO y no la miseria q djan Y TRABAJEN CON AGUA DEL MAR x q esos recursos no vuelven a crecer,covid-19,1291098548885487616,2020-08-05 19:47:36,186,MariaCespedesc,jaziel26tk
Ricardo89920561,@MariaCespedesc @PCaterianoB @pcmperu Ja ja ja 👎,covid-19,1291098517050728448,2020-08-05 19:47:28,187,MariaCespedesc,Ricardo89920561
Abel65901451,@MariaCespedesc @PCaterianoB @pcmperu Buena prepa punto para ustedes por hacer el padre de esa ese dictadorzuelo de vizcarra y su compinche cateriano ese asesino prominero punto para ustedes,covid-19,1291097996579536896,2020-08-05 19:45:24,188,MariaCespedesc,Abel65901451
JcPGuti,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu pésimo 30 años para que? Para seguir con lo mismo? Si no les gusta un ministro pues se le saca para eso tienen el derecho de interpelar no se q tanto rollo,covid-19,1291097868510679040,2020-08-05 19:44:53,189,MariaCespedesc,JcPGuti
Faruse12,@MariaCespedesc @PCaterianoB @pcmperu Siguen esperando la resurrección de su líder???...no que la tercer día iba a resucitar entre los muertos??,covid-19,1291097260923801602,2020-08-05 19:42:29,190,MariaCespedesc,Faruse12
GordillovargasJ,"@MariaCespedesc @PCaterianoB @pcmperu Se hunieron a la corrupción el pueblo tendrá presente eso en las próximas elecciones , volverán  a ser solo fantasmas inexistentes en la política",covid-19,1291096968538791944,2020-08-05 19:41:19,191,MariaCespedesc,GordillovargasJ
czarsancheZ,"@MariaCespedesc @PCaterianoB @pcmperu Fanaticos pobres diablos, aduladores no se de quién por qué su jefe ya murió",covid-19,1291096869796491268,2020-08-05 19:40:55,192,MariaCespedesc,czarsancheZ
ne_gara,"@MariaCespedesc @PCaterianoB @pcmperu Lamento que no hayan apoyado a @PCaterianoB.
Las discrepancias se pudieron trabajar en el camino, en lugar de ello ahondaron la crisis.",covid-19,1291096488060293120,2020-08-05 19:39:24,193,MariaCespedesc,ne_gara
ARREGLARELPERU,"@MariaCespedesc @PCaterianoB @pcmperu DESDE 1821 EL NEOCOLONIALISMO ES RACISMO DE SIEMPRE
SIN REVOLUCIÓN EDUCATIVA INTEGRAL SEGUIMOS EN NADA
LOS GOBIERNOS COMUNALES CAMPESINOS NATIVOS Y VECINALES ,ASÍ COMO MULTICOMUNALES Y MULTIVECINALES DEBEN REEMPLAZAR A LAS MUNICIPALIDADES Y REGIONES QUE ARRASTRAMOS DEL COLONIAJE.",covid-19,1291096483215876107,2020-08-05 19:39:23,194,MariaCespedesc,ARREGLARELPERU
Cristop_Matthew,"@MariaCespedesc @PCaterianoB @pcmperu Siguen siendo ingenuos siguiendole la jugada a los fujiapristas, lastima...",covid-19,1291096385610276865,2020-08-05 19:39:00,195,MariaCespedesc,Cristop_Matthew
