user-id	text	topic	thread-id	time	post-id	replyTo	replyBy
MariaCespedesc	"La bancada del Frepap expresa su rechazo por las declaraciones discriminatorias del ciudadano Pedro Cateriano.

Nin… https://t.co/Nrm6DJwegp"	covid-19	1291133903869300737	2020-08-05 22:08:05	1		FrepapBancada
