user-id	text	topic	thread-id	time	post-id	replyTo	replyBy
CWWYX	@juli31vs @MariaCespedesc @PCaterianoB @pcmperu Es cierto, el Frepap es un partido de ignorantes en gestión pública. La verdad no ofende.	Cuestion-de-confianza	3	2020-08-05 22:56:55	1291146194396348418		1291146194396348418
maxcavaleri	@CWWYX Asi es saltamonte menos mal que Acción popular, APRA,  cambio 90 Nueva mayoria, peru posible,  partido nacionalista,  peruanos por el kambio si son eruditos en gestión pública...la verdad os hara libres @CWWYX jajaja	Cuestion-de-confianza	3	2020-08-06 00:29:16	1291169432493006848	1291146194396348418	1291169432493006848
