user-id	text	topic	thread-id	time	post-id	replyTo	replyBy
Patrici59613287	@MariaCespedesc @FREPAP_FIA @PCaterianoB @pcmperu Señora. El pueblo necesita ser legislado ante el abuso de los bancos, la sunat, Telefonia, agua, luz. Salud, educacion ...	Cuestion-de-confianza	3	2020-08-06 11:01:30	1291328538935734272	1291040818095169536	
edwin_cosi	@MariaCespedesc @PCaterianoB @pcmperu Muy bien señora congresista  en tus intervenciones en el congreso. Felicidades.	Cuestion-de-confianza	3	2020-08-06 10:35:30	1291321998312902658	1291040818095169536	
CachitoAlianza	@MariaCespedesc Ignorantes	Cuestion-de-confianza	3	2020-08-06 10:01:04	1291313331123478534	1291040818095169536	
Gusanit62109459	"@MariaCespedesc @PCaterianoB @pcmperu No pasá nada con ustedes señora frepaf acaban de echarle más leña al fuego y asuman sus consecuencias.Parece que no se han dado cuenta que son CONGRESISTAS."	Cuestion-de-confianza	3	2020-08-06 09:43:58	1291309028442808320	1291040818095169536	
C400TM	@MariaCespedesc @PCaterianoB @pcmperu https://t.co/hpycYBXjhd	Cuestion-de-confianza	3	2020-08-06 09:03:32	1291298851618521089	1291040818095169536	
RocioRetamozo10	@MariaCespedesc @PCaterianoB @pcmperu No tenemos Ministro de Salud en plena pandemia por culpa del congreso #Frepap	Cuestion-de-confianza	3	2020-08-06 07:51:14	1291280660464902144	1291040818095169536	
EnrikeCht	@MariaCespedesc @PCaterianoB @pcmperu Sra Tamar Arimborgo porque no da entrevistas a los medios??? Es verdad q lo tienen q consultar a sus superiores???	Cuestion-de-confianza	3	2020-08-06 07:02:45	1291268458706067458	1291040818095169536	
carlos_caml	@MariaCespedesc @PCaterianoB @pcmperu Esta bien perfecto, pero como partido están perdidos en el espacio. Los están usando como títeres y uds ni cuenta se dan 🤣🤣🤣	Cuestion-de-confianza	3	2020-08-06 06:51:08	1291265535611723778	1291040818095169536	
alver37	@MariaCespedesc @PCaterianoB @pcmperu No jodan.	Cuestion-de-confianza	3	2020-08-06 06:23:10	1291258495547977729	1291040818095169536	
ruth4071	@MariaCespedesc @PCaterianoB @pcmperu Ley Mulder	Cuestion-de-confianza	3	2020-08-06 06:19:02	1291257457734488064	1291040818095169536	
