user-id	text	topic	thread-id	time	post-id	replyTo	replyBy
MariaCespedesc	"#VotoDeConfianza La @FrepapBancada consecuente con su discurso, votó en contra del Voto de Confianza al… https://t.co/U5ZLFxIban"	Cuestion-de-confianza	1	2020-08-04 14:35:57	1290657735005081600		MariaCespedesc
TEXRA2	 Después de decepcionar al país dando el voto de confianza al gabinete zevallos, esta vez se reivindicaron,  tomaron conciencia de la realidad del país...	Cuestion-de-confianza	1	2020-08-05 16:58:39	1291056034081959937	MariaCespedesc	TEXRA2
TEXRA2	 Que la red criminal los mermeleros , que tiene como cabecillas @alvarezrodrich y @rmapalacios no te engañen... esta es la verdad de por qué se negó el voto de confianza. https://t.co/P9eiiapmeb https://t.co/hfvhdKJG9Y	Cuestion-de-confianza	1	2020-08-05 16:53:52	1291054828198731777	MariaCespedesc	TEXRA2
vivefash	 Que Dios y sus conciencias y el pueblo los juzguen.	Cuestion-de-confianza	1	2020-08-05 14:29:13	1291018425456889858	MariaCespedesc	vivefash
Jose99092853	" Hasta el momento él FREPAP está dando la hora. Sigan así"	Cuestion-de-confianza	1	2020-08-05 13:03:15	1290996791618437120	MariaCespedesc	Jose99092853
Barbayerba	 Que pena que se unieron a lo peor del congreso en este momento tan difícil.	Cuestion-de-confianza	1	2020-08-05 12:21:50	1290986371419643904	MariaCespedesc	Barbayerba
RossaFlor1	" ¿Representando al pueblo peruano? Si fuera así, habría dado el voto de confianza.¿Ustedes son parte de la mafia del Congreso que negoció la salida del Ministro de educación o sólo fueron los tontos útiles...?"	Cuestion-de-confianza	1	2020-08-05 12:10:24	1290983490293506050	MariaCespedesc	RossaFlor1
Yosoyelkarma2	" No sra. de ninguna manera ud. puede decir REPRESETANDO AL PUEBLO PERUANO!Ël pueblo peruano NO QUIERE QUE EL PAIS SE PARALICE, el pueblo peruano quiere que se continue con la lucha de la PANDEMIA no que se saque a la ministra. #IrresponsablesAventureros"	Cuestion-de-confianza	1	2020-08-05 11:44:41	1290977021259112448	MariaCespedesc	Yosoyelkarma2
BorgRoch	 Ya fueron, señora.	Cuestion-de-confianza	1	2020-08-05 11:26:44	1290972503549054977	MariaCespedesc	BorgRoch
ARREGLARELPERU	 SOLO CON HONESTOS ARREGLAMOS EL PERU	Cuestion-de-confianza	1	2020-08-05 10:29:00	1290957971963498503	MariaCespedesc	ARREGLARELPERU
Sobrevi30272146	 Así que el pueblo peruano pidió tener una crisis política, dejarnos sin ministros.... En fin.	Cuestion-de-confianza	1	2020-08-05 08:00:23	1290920572390715394	MariaCespedesc	Sobrevi30272146
Quique2473	 No se dan cuenta que fueron los tontos útiles de los representantes de la universidades bamba.	Cuestion-de-confianza	1	2020-08-05 03:35:08	1290853820365524992	MariaCespedesc	Quique2473
joyabo134	 Despidanse del congreso, @FrepapBancada  no volverá el 2021.	Cuestion-de-confianza	1	2020-08-05 03:32:46	1290853226556817410	MariaCespedesc	joyabo134
ssmendezz	 Y si es un gabinete parecido , seguirán vetándolo hasta el infinito.? Y así, se podrá hacer algo en contra de la pandemia, seguiremos perdiendo tiempo , cuánto más ?	Cuestion-de-confianza	1	2020-08-05 03:11:28	1290847865468858371	MariaCespedesc	ssmendezz
JessAra59675056	 Es necesario felicitar vuestro esfuerzo y trabajo. Ahora que los grados y títulos académicos están colgados sin valor y  trascendencia, ustedes han representado el clamor del pueblo. No se diga más. Felicitaciones!	Cuestion-de-confianza	1	2020-08-05 03:07:25	1290846845594411008	MariaCespedesc	JessAra59675056
