"user-id"	"text"	"topic"	"thread-id"	"time"	"post-id"	"reply-to"	"reply-by"
"j_montoya_a"	"@MariaCespedesc @PCaterianoB jajaja que pena por ti Caterinao “el breve”, no a la discriminación de ningún lado."	"Cuestion-de-confianza"	4	"2020-08-05 20:28:43"	51	1	
"MarcoCo60265063"	"@MariaCespedesc @PCaterianoB Cateriano se contradice, les dice a uds que no tienen experiencia publica por eso no entienden lo que el hablo, pero cuando eligio al amigo de su sobrino como Ministro de Trabajo indico que no era necesaria esa experiencia sino que el entraba a aprender.. No hay coherencia en su palabra"	"Cuestion-de-confianza"	4	"2020-08-05 20:25:12"	52	1	
"Giovys2"	"@MariaCespedesc @PCaterianoB El pueblo necesita un ejecutivo concentrado en la pandemia. Vuestros cuestionamientos podrían haber esperado dos o tres meses para q por lo menos bajen las muertes y contagios. Han dejado sin cabeza a los ministerios en el peor momento de la emergencia. Eso no ayuda al pueblo."	"Cuestion-de-confianza"	4	"2020-08-05 20:24:57"	53	1	
"hquirogax"	"@MariaCespedesc @PCaterianoB Lo que promueven tus jefes y algunos avivados es chantajear a las mineras y sacarles dinero aprovechándose de la poblacion"	"Cuestion-de-confianza"	4	"2020-08-05 20:20:22"	54	1	
"eddycordova22"	"@MariaCespedesc @PCaterianoB Muy bien Gracias Maria Teresa 🇵🇪🇵🇪🇵🇪"	"Cuestion-de-confianza"	4	"2020-08-05 20:07:22"	55	1	
"MCaviares"	"@MariaCespedesc @PCaterianoB Señora usted es una bestia e hipócrita al igual que el Frente Amplio, si tanto odia a la minería porque cobra un sueldo de 20000 soles, la mayoría de impuestos que paga su sueldo proviene de la minería. ¡Grandísima estúpida! ¡RENUNCIE A SU SUELDO! No lo merece"	"Cuestion-de-confianza"	4	"2020-08-05 19:59:34"	56	1	
"EddyMartin1976"	"@MariaCespedesc @PCaterianoB A ver creo que es claro para todos que se requiere una minería responsable y acorde a la no destrucción de los ecosistemas, pero para eso existe el mecanismo de la interpelación verdad? Lo que hicieron Uds fue ser la comparsa de unos mafiosos que quiéren bajarse la Sunedu eso téngalo (1)"	"Cuestion-de-confianza"	4	"2020-08-05 19:58:12"	57	1	
"inkorrectos"	"@MariaCespedesc @PCaterianoB Chúpate esa Cateriano!!!! Parece que los del FREPAP saben más de democracia que tú.… Haz demostrado pobreza intelectual con los comentarios clasistas y quizá hasta discriminatorios al referirte al partido del pescado...."	"Cuestion-de-confianza"	4	"2020-08-05 19:49:33"	58	1	
"czarsancheZ"	"@MariaCespedesc @PCaterianoB Fanáticos  pobres diablos, aduladores no se de quién por qué jefe ya murió"	"Cuestion-de-confianza"	4	"2020-08-05 19:41:45"	59	1	
"dil_dilarmy"	"@MariaCespedesc @PCaterianoB A unos meses de terminar el periodo, a unos meses de elecciones y cuando más se necesita alguien que dirija la salud del Perú más aún en plena PANDEMIA... Si en algo estoy de acuerdo con Cateriano es que definitivamente ustedes no saben de política."	"Cuestion-de-confianza"	4	"2020-08-05 19:41:00"	60	1	
"PieriPilCa"	"@MariaCespedesc @PCaterianoB Vacancia presidencial Ya !!!!"	"Cuestion-de-confianza"	4	"2020-08-05 19:35:34"	61	1	
"DaisydeTito"	"@MariaCespedesc @PCaterianoB No se preocupe Sra. El próximo año volverán a estar en el olvido… son una total decepción.. nunca me convencieron, que bueno que no voté por ustedes 💪"	"Cuestion-de-confianza"	4	"2020-08-05 19:32:04"	62	1	
"gonzalo_galarza"	"@MariaCespedesc @PCaterianoB Pero igual son fanáticos religiosos y no saben nada de como funciona el Estado.  Al menos no lo desmiente en todo lo que ha escrito"	"Cuestion-de-confianza"	4	"2020-08-05 19:22:09"	63	1	
"SANDRALUISA16"	"@MariaCespedesc @PCaterianoB 3/3 como la Torre de Babel en su propio idioma y no llegan a nada. Conversen dialoguen en pos de sacar al país  a delante, somos muchos que queremos avanzar de la mano economía, con respeto al ambiente y salubridad con esta pandemia."	"Cuestion-de-confianza"	4	"2020-08-05 19:20:05"	64	1	
"SANDRALUISA16"	"@MariaCespedesc @PCaterianoB Algo desatinado, en vez de concensuar lo que deseaban, ni lo dejaron hablar por la presión del momento  y le hicieron un gran favor a la repartija , se supone que están para trabajar juntos pero veo que todos van por su lado, como la Torre de Babel en su propio idioma y no llegan a nada."	"Cuestion-de-confianza"	4	"2020-08-05 19:19:38"	65	1	
"SANDRALUISA16"	"@MariaCespedesc @PCaterianoB En una emergencia como está , como que no es el momento de dejar a todos los ministerios en manos de la mafia, en especial a Educación?	"	"Cuestion-de-confianza"	4	"2020-08-05 19:18:36"	66	1	
"Alexmey7"	"@MariaCespedesc @PCaterianoB Sra xfavor sea sincera con todos si su agrupación política llegó con tanta fuerza al congreso no es por ciertas cosas que hicieron, más bien fue producto del voto por darle la contra a los partidos conocidos y de siempre, no puede salir a decir que a sido gracias a que recorrieron el peru"	"Cuestion-de-confianza"	4	"2020-08-05 19:18:05"	67	1	
"hjfuentesa"	"@MariaCespedesc @PCaterianoB Asi? Por que no mencionó a la ilegal, que destruye personas y ambiente, y tarde o temprano tendremos que destinar recursos para remediar. La trucha fue introducida en Perú por un minero, obras de agua y otras las tienen que hacer autoridades no mineria formal, para eso es canon minero!"	"Cuestion-de-confianza"	4	"2020-08-05 19:01:13"	68	1	
"alfreditocp"	"@MariaCespedesc @PCaterianoB Concuerdo con su postura, pero también tienen que ser estratégicos en un momento como éste, donde se requiere el apoyo y unidad de todos. Sabemos que la gestión del presidente @MartinVizcarraC es pésima, sin embargo queda apoyar y fiscalizar los apoyos economices a la población."	"Cuestion-de-confianza"	4	"2020-08-05 18:57:45"	69	1	"133"
"ZurdoFuentes"	"@MariaCespedesc @PCaterianoB frepap nunca mas"	"Cuestion-de-confianza"	4	"2020-08-05 18:57:22"	70	1	
"elkyunit"	"@MariaCespedesc @PCaterianoB Muy bien! Pero en sus discursos, hablan como si estuvieran totalmente en contra de la minería. Pidan más espacio en los medios de comunicación."	"Cuestion-de-confianza"	4	"2020-08-05 18:54:35"	71	1	
"juliussobrino"	"@MariaCespedesc @PCaterianoB Se ha dado cuenta que la acaba de perder, ¿no? Se han dejado usar para fines subalternos y han causado una crisis innecesaria."	"Cuestion-de-confianza"	4	"2020-08-05 18:54:19"	72	1	
"mercedes220894"	"@MariaCespedesc @PCaterianoB Hoja de vida. Antes de ser congresista se dedicaba a instalar electrodomésticos. No mas burros en el congreso. Ahora gana un dineral y se da el lujo de basurear a los ministros, exigen ministros profesionales, cuando los congresistas solo tienen secundaria @Latina_pe @americatv_peru https://t.co/MIP7lTSRuw"	"Cuestion-de-confianza"	4	"2020-08-05 18:53:43"	73	1	
"DogComment"	"@MariaCespedesc @PCaterianoB Bien! Sigan adelante!"	"Cuestion-de-confianza"	4	"2020-08-05 18:50:29"	74	1	
"Viole133Salinas"	"@MariaCespedesc @PCaterianoB Corruptos nos llevan a la muerte a los peruanos"	"Cuestion-de-confianza"	4	"2020-08-05 18:47:10"	75	1	
"IramossfRM"	"@MariaCespedesc @PCaterianoB Decepción total con ustedes. Desestablizan al país en medio de una pandemia. Usted siga gritando en sus intervenciones."	"Cuestion-de-confianza"	4	"2020-08-05 18:42:32"	76	1	
"OrieleRios"	"@MariaCespedesc @PCaterianoB Si uds son maltratados, humillados y tratados como personas que no están a la altura del congreso, siendo uds congresistas; no me quiero imaginar como nos ve Cateriano a muchos peruanos en condiciones de economía muy baja (pobres económicamente).... Seguro nos ve como leprosos!!"	"Cuestion-de-confianza"	4	"2020-08-05 18:33:39"	77	1	
"RIMEN15"	"@MariaCespedesc @PCaterianoB Su participación en el debate fue clara y contundente. No voté por ustedes pero considero que estan haciendo un buen papel. Siempre firmes con sus convicciones. No medias tintas."	"Cuestion-de-confianza"	4	"2020-08-05 18:30:47"	78	1	
"Cari65440176"	"@MariaCespedesc @PCaterianoB El Dr. Cateriano no ha hecho otra cosa que decir lo que pensamos muchos peruanos. Por que se comportaron como una bancada fanático religiosa con muy poco conocimiento de la realidad economica del país 🤷"	"Cuestion-de-confianza"	4	"2020-08-05 18:26:16"	79	1	
"Urano55"	"@MariaCespedesc @PCaterianoB Vacancia Presidencial Ya."	"Cuestion-de-confianza"	4	"2020-08-05 18:20:45"	80	1	
