"user-id"	"text"	"topic"	"thread-id"	"time"	"post-id"	"reply-to"	"reply-by"
"gsalazarq"	"@gino_rt @MariaCespedesc @PCaterianoB Claro que sí papu. https://t.co/6ORfExeRic"	"Cuestion-de-confianza"	4	"2020-08-05 17:36:29"	121	90	"122,123"
"gino_rt"	"@gsalazarq @MariaCespedesc @PCaterianoB Cateriano no era Premier por ser católico, ni en el gobierno se siguen ritos o vestimentas semejantes al de hace 2 mil años. Este gobierno es laico. La religión es personal y la vive cada quien pero en su vida privada...🙄"	"Cuestion-de-confianza"	4	"2020-08-05 21:52:50"	122	121	"121,124,126"
"MiguelRaymundo1"	"@gsalazarq @gino_rt @MariaCespedesc @PCaterianoB Pues con razon todas las mineras son santas y la santa confiep, y los que deben a los bancos que se frieguen no. Se quedo callado."	"Cuestion-de-confianza"	4	"2020-08-06 00:06:16"	123	121	
"EpicuroAcido"	"@gino_rt @gsalazarq @MariaCespedesc @PCaterianoB Y el 28 de julio el presidente va al Te deum… Estado laico? xD"	"Cuestion-de-confianza"	4	"2020-08-06 01:29:40"	124	90	"125,127,137"
"gino_rt"	"@EpicuroAcido @gsalazarq @MariaCespedesc @PCaterianoB El presidente va si quiere, no está obligado a ir.  No es parte de la obligación del Presidente ni está escrito en ninguna ley. No existe una religión de Estado, aquí existe libertad de consciencia y de religión de manera individual o asociada.😎"	"Cuestion-de-confianza"	4	"2020-08-06 01:55:09"	125	124	
"EpicuroAcido"	"@gino_rt @gsalazarq @MariaCespedesc @PCaterianoB Si claro y la patrona de la Policía es Santa Rosa de Lima… Estado laico? xD"	"Cuestion-de-confianza"	4	"2020-08-06 02:01:16"	126	90	
"gino_rt"	"@EpicuroAcido @gsalazarq @MariaCespedesc @PCaterianoB A ver, que parte de libertad de consciencia y de religión no entiendes?  Tienes problemas de comprensión lectora? El Estado no obliga a nadie a creer o aceptar alguna religión, el  Perú es un estado laico, lo contrario sería un estado confesional..🤦🙄"	"Cuestion-de-confianza"	4	"2020-08-06 02:09:32"	127	124	
"sawasqa"	"@Conny2407 @MariaCespedesc @PCaterianoB No puedes declarar respeto de entrada y luego insinuar desconocimiento. La posición política esta precisa y clara, respecto de quien da Luz Verde."	"Cuestion-de-confianza"	4	"2020-08-05 17:31:24"	128	108	
"RGersonLC"	"@NinahuamanJose @MariaCespedesc @PCaterianoB Toda actividad económica contamina; inclusive la agricultura contamina más que la minería"	"Cuestion-de-confianza"	4	"2020-08-05 17:01:25"	129	113	
"YarlequeE"	"@RGersonLC @NinahuamanJose @MariaCespedesc @PCaterianoB Si es Organismo geneticamente modificado, si"	"Cuestion-de-confianza"	4	"2020-08-05 17:39:45"	130	99	
"Hola12378409418"	"@NinahuamanJose @MariaCespedesc @PCaterianoB Cállate sarnoso sigue llorando a tu ídolo Cateriano"	"Cuestion-de-confianza"	4	"2020-08-05 17:00:22"	131	113	
"Sobrevi30272146"	"@camila70_ @MariaCespedesc @PCaterianoB Deberíamos tener regiones más desarrollados con los presupuestos millonarios que cuentan, lamentablemente desdes sus alcaldes son incompetentes."	"Cuestion-de-confianza"	4	"2020-08-05 17:38:32"	132	109	
"r_lavieri"	"@alfreditocp @MariaCespedesc @PCaterianoB @MartinVizcarraC mas de 50 mil muertos y Cateriano ofrece tren rápido!? Nuevo gabinete capaz o que renuncie #Vizcarra , está llevando el país a la ruina!"	"Cuestion-de-confianza"	4	"2020-08-05 19:52:50"	133	69	"134"
"kbrothoughts"	"@r_lavieri @alfreditocp @MariaCespedesc @PCaterianoB @MartinVizcarraC Usted es consciente de la crisis que generaría algo como lo que usted plantea? En plena emergencia? es cierto Vizcarra tiene errores y si ha cometido alguna irregularidad deberá ser fiscalizado, pero de ahí a destrozar el ejecutivo?"	"Cuestion-de-confianza"	4	"2020-08-05 20:30:27"	134	133	"135"
"alfreditocp"	"@kbrothoughts @r_lavieri @MariaCespedesc @PCaterianoB @MartinVizcarraC Pagamos caro porque los aspirantes a presidentes no evalúan el desempeño profesional de las personas que lo acompañan en su equipo (se guían por traer alguien que diversifique su entorno) y ahora se aprecian las consecuencias."	"Cuestion-de-confianza"	4	"2020-08-05 22:09:45"	135	134	
"EpicuroAcido"	"@mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Tiene más currículum que Keiko."	"Cuestion-de-confianza"	4	"2020-08-06 01:30:15"	136	23	
"mustafa0295"	"@EpicuroAcido @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru ya aburres con eso"	"Cuestion-de-confianza"	4	"2020-08-06 02:10:37"	137	124	
"FinMismo"	"@mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru No sé qué coherencia tiene tu comentario, si muy bien se sabe que por años nos han robado políticos con estudios hasta en el extranjero."	"Cuestion-de-confianza"	4	"2020-08-05 22:07:09"	138	23	"139,140,142,144"
